,0,1
0,-1.4722621529585787,-0.8978220373361204
1,-0.15721479641680483,-0.8979755426281458
2,-1.7191888289743331,-0.110218933647869
3,-0.1553198808745537,0.008682716318350815
4,1.5731668512357289,0.2537143558043446
5,0.5854601471727103,-0.7369929321489046
6,-1.1247761811583608,0.10348110614622211
7,-0.7737524560598861,-1.1776436986282988
8,-1.0178763862078952,-1.0226783082989905
9,0.7083865118034591,-0.6116357021778911
10,-0.26276530643614987,0.541759790034925
11,0.5031512551674587,-0.682327344820764
12,-0.20298972415711292,0.2162907175790471
13,0.44761829393773417,-0.6785659559749476
14,-1.3616205129744154,-0.6588419726643502
15,0.6428902714802531,0.5376667207534315
16,-1.5660240860513017,-0.9752946084228475
17,0.6677690391779618,1.0017994507894517
18,2.0670202032672385,-0.09459553485825424
19,-0.8137910169165661,0.2720948249685981
20,-0.07301098886930214,0.7665294454870099
21,0.6677690391779618,-1.200180755088086
22,-0.5483061285930838,1.2152681173527133
23,-0.8435144832669939,-0.43934636904323604
24,1.9847113112619867,0.28863724721642664
25,1.0793134992042197,0.2895562706746385
26,-0.39904902877501824,-0.013085121083808753
27,-0.4353469033865057,-1.0460063509770663
28,1.2439312832147227,-1.1313838404693315
29,-0.3052073150865021,-0.8359856476926216
30,0.9146957151937165,0.13064333945116444
31,0.34179263055859194,-0.46981631735206675
32,-1.225335476942824,1.7498845457745587
33,0.15624819484920846,-0.4118460318932099
34,-0.7289151153135666,0.0645595965964866
35,0.9970046071989681,2.255347447791523
36,0.19783126361049014,-0.024090935443684514
37,-0.07301098886930214,-0.5568643343392227
38,0.13033351515015182,-1.7783823471453464
39,0.9238091636331079,0.7660346123804244
40,1.4908579592304774,0.551477956265248
41,0.6677690391779618,3.0064645870688413
42,0.5854601471727103,1.385951256322345
43,0.07941348501585326,0.4630781327081303
44,-0.1553198808745537,-1.334358179987135
45,-1.7191888289743331,1.224203127676916
46,-0.4845554488955599,1.6207244947292796
47,-0.1894110881434465,-0.3667504511339197
48,-1.5078274922776818,-0.5988070029440499
49,0.3335522909375464,-1.042812429423038
50,-0.29070737716716966,-0.3504347473992206
51,0.7500779311832134,0.3070177163806789
52,1.4908579592304774,-0.15065596580922658
53,-0.3199376648850568,0.06807161724538724
54,-0.9774191978918182,0.2912516340190938
55,-0.5668643409008115,1.2039846115962376
56,1.737784635246232,1.7039333728639254
57,-0.7314821249113146,0.028275979802854973
58,-0.7055587608916309,1.0221699530467168
